ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,age_group,set_number,year_released,number_of_parts,image_url
12+,146.339,23.0,1032.0,3.6,Explore the architecture of the United States Capitol Building!,21030.0,"Discover the architectural secrets of the iconic United States Capitol Building with this amazing LEGO® Architecture interpretation that focusses on the structure's neoclassical style facade, steps and lawns, finished with a decorative “U.S. Capitol” nameplate. Remove the dome to access the rotunda interior depicting the National Statuary Hall, with columns, 8 statues and tiled floor. This model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in travel, architectural culture, history and design. The scale of this model matches the LEGO Architecture 21022 Lincoln Memorial.
LEGO® Architecture interpretation of the real-world architectural landmark, the United States Capitol Building.
Features the Capitol's neoclassical façade, dome, colonnades, north and south wings, steps and lawns.
Remove the dome to access the rotunda, featuring columns, 8 statue elements and a tiled floor.
The included booklet contains information about the design, architecture and history of the building (English language only. Other languages available for download at LEGO.com/architecture).
Collect the entire LEGO® Architecture series.
LEGO® Architecture celebrates the world of architecture through the medium of the LEGO brick, and is developed for all with an interest in travel, design, history and architecture.
This set includes over 1,000 LEGO® pieces.
The scale of this model matches the LEGO® Architecture 21022 Lincoln Memorial.
This set offers an age-appropriate building experience for ages 12+.
Measures over 6” (16cm) high, 17” (44cm) wide and 5”(14cm) deep.",Average,United States Capitol Building,4.6,Architecture,4.3,FI,Niños mayores - Adultos,21030-1,2016.0,1032.0,https://cdn.rebrickable.com/media/sets/21030-1.jpg
12+,121.9878,23.0,1032.0,3.6,Explore the architecture of the United States Capitol Building!,21030.0,"Discover the architectural secrets of the iconic United States Capitol Building with this amazing LEGO® Architecture interpretation that focusses on the structure's neoclassical style facade, steps and lawns, finished with a decorative “U.S. Capitol” nameplate. Remove the dome to access the rotunda interior depicting the National Statuary Hall, with columns, 8 statues and tiled floor. This model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in travel, architectural culture, history and design. The scale of this model matches the LEGO Architecture 21022 Lincoln Memorial.
LEGO® Architecture interpretation of the real-world architectural landmark, the United States Capitol Building.
Features the Capitol's neoclassical façade, dome, colonnades, north and south wings, steps and lawns.
Remove the dome to access the rotunda, featuring columns, 8 statue elements and a tiled floor.
The included booklet contains information about the design, architecture and history of the building (English language only. Other languages available for download at LEGO.com/architecture).
Collect the entire LEGO® Architecture series.
LEGO® Architecture celebrates the world of architecture through the medium of the LEGO brick, and is developed for all with an interest in travel, design, history and architecture.
This set includes over 1,000 LEGO® pieces.
The scale of this model matches the LEGO® Architecture 21022 Lincoln Memorial.
This set offers an age-appropriate building experience for ages 12+.
Measures over 6” (16cm) high, 17” (44cm) wide and 5”(14cm) deep.",Average,United States Capitol Building,4.6,Architecture,4.3,FR,Niños mayores - Adultos,21030-1,2016.0,1032.0,https://cdn.rebrickable.com/media/sets/21030-1.jpg
12+,118.986,23.0,1032.0,3.6,Explore the architecture of the United States Capitol Building!,21030.0,"Discover the architectural secrets of the iconic United States Capitol Building with this amazing LEGO® Architecture interpretation that focusses on the structure's neoclassical style facade, steps and lawns, finished with a decorative “U.S. Capitol” nameplate. Remove the dome to access the rotunda interior depicting the National Statuary Hall, with columns, 8 statues and tiled floor. This model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in travel, architectural culture, history and design. The scale of this model matches the LEGO Architecture 21022 Lincoln Memorial.
LEGO® Architecture interpretation of the real-world architectural landmark, the United States Capitol Building.
Features the Capitol's neoclassical façade, dome, colonnades, north and south wings, steps and lawns.
Remove the dome to access the rotunda, featuring columns, 8 statue elements and a tiled floor.
The included booklet contains information about the design, architecture and history of the building (English language only. Other languages available for download at LEGO.com/architecture).
Collect the entire LEGO® Architecture series.
LEGO® Architecture celebrates the world of architecture through the medium of the LEGO brick, and is developed for all with an interest in travel, design, history and architecture.
This set includes over 1,000 LEGO® pieces.
The scale of this model matches the LEGO® Architecture 21022 Lincoln Memorial.
This set offers an age-appropriate building experience for ages 12+.
Measures over 6” (16cm) high, 17” (44cm) wide and 5”(14cm) deep.",Average,United States Capitol Building,4.6,Architecture,4.3,GB,Niños mayores - Adultos,21030-1,2016.0,1032.0,https://cdn.rebrickable.com/media/sets/21030-1.jpg
12+,134.18779999999998,23.0,1032.0,3.6,Explore the architecture of the United States Capitol Building!,21030.0,"Discover the architectural secrets of the iconic United States Capitol Building with this amazing LEGO® Architecture interpretation that focusses on the structure's neoclassical style facade, steps and lawns, finished with a decorative “U.S. Capitol” nameplate. Remove the dome to access the rotunda interior depicting the National Statuary Hall, with columns, 8 statues and tiled floor. This model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in travel, architectural culture, history and design. The scale of this model matches the LEGO Architecture 21022 Lincoln Memorial.
LEGO® Architecture interpretation of the real-world architectural landmark, the United States Capitol Building.
Features the Capitol's neoclassical façade, dome, colonnades, north and south wings, steps and lawns.
Remove the dome to access the rotunda, featuring columns, 8 statue elements and a tiled floor.
The included booklet contains information about the design, architecture and history of the building (English language only. Other languages available for download at LEGO.com/architecture).
Collect the entire LEGO® Architecture series.
LEGO® Architecture celebrates the world of architecture through the medium of the LEGO brick, and is developed for all with an interest in travel, design, history and architecture.
This set includes over 1,000 LEGO® pieces.
The scale of this model matches the LEGO® Architecture 21022 Lincoln Memorial.
This set offers an age-appropriate building experience for ages 12+.
Measures over 6” (16cm) high, 17” (44cm) wide and 5”(14cm) deep.",Average,United States Capitol Building,4.6,Architecture,4.3,IE,Niños mayores - Adultos,21030-1,2016.0,1032.0,https://cdn.rebrickable.com/media/sets/21030-1.jpg
12+,121.9878,23.0,1032.0,3.6,Explore the architecture of the United States Capitol Building!,21030.0,"Discover the architectural secrets of the iconic United States Capitol Building with this amazing LEGO® Architecture interpretation that focusses on the structure's neoclassical style facade, steps and lawns, finished with a decorative “U.S. Capitol” nameplate. Remove the dome to access the rotunda interior depicting the National Statuary Hall, with columns, 8 statues and tiled floor. This model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in travel, architectural culture, history and design. The scale of this model matches the LEGO Architecture 21022 Lincoln Memorial.
LEGO® Architecture interpretation of the real-world architectural landmark, the United States Capitol Building.
Features the Capitol's neoclassical façade, dome, colonnades, north and south wings, steps and lawns.
Remove the dome to access the rotunda, featuring columns, 8 statue elements and a tiled floor.
The included booklet contains information about the design, architecture and history of the building (English language only. Other languages available for download at LEGO.com/architecture).
Collect the entire LEGO® Architecture series.
LEGO® Architecture celebrates the world of architecture through the medium of the LEGO brick, and is developed for all with an interest in travel, design, history and architecture.
This set includes over 1,000 LEGO® pieces.
The scale of this model matches the LEGO® Architecture 21022 Lincoln Memorial.
This set offers an age-appropriate building experience for ages 12+.
Measures over 6” (16cm) high, 17” (44cm) wide and 5”(14cm) deep.",Average,United States Capitol Building,4.6,Architecture,4.3,IT,Niños mayores - Adultos,21030-1,2016.0,1032.0,https://cdn.rebrickable.com/media/sets/21030-1.jpg
12+,134.18779999999998,23.0,1032.0,3.6,Explore the architecture of the United States Capitol Building!,21030.0,"Discover the architectural secrets of the iconic United States Capitol Building with this amazing LEGO® Architecture interpretation that focusses on the structure's neoclassical style facade, steps and lawns, finished with a decorative “U.S. Capitol” nameplate. Remove the dome to access the rotunda interior depicting the National Statuary Hall, with columns, 8 statues and tiled floor. This model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in travel, architectural culture, history and design. The scale of this model matches the LEGO Architecture 21022 Lincoln Memorial.
LEGO® Architecture interpretation of the real-world architectural landmark, the United States Capitol Building.
Features the Capitol's neoclassical façade, dome, colonnades, north and south wings, steps and lawns.
Remove the dome to access the rotunda, featuring columns, 8 statue elements and a tiled floor.
The included booklet contains information about the design, architecture and history of the building (English language only. Other languages available for download at LEGO.com/architecture).
Collect the entire LEGO® Architecture series.
LEGO® Architecture celebrates the world of architecture through the medium of the LEGO brick, and is developed for all with an interest in travel, design, history and architecture.
This set includes over 1,000 LEGO® pieces.
The scale of this model matches the LEGO® Architecture 21022 Lincoln Memorial.
This set offers an age-appropriate building experience for ages 12+.
Measures over 6” (16cm) high, 17” (44cm) wide and 5”(14cm) deep.",Average,United States Capitol Building,4.6,Architecture,4.3,LU,Niños mayores - Adultos,21030-1,2016.0,1032.0,https://cdn.rebrickable.com/media/sets/21030-1.jpg
12+,155.87,23.0,1032.0,3.6,Explore the architecture of the United States Capitol Building!,21030.0,"Discover the architectural secrets of the iconic United States Capitol Building with this amazing LEGO® Architecture interpretation that focusses on the structure's neoclassical style facade, steps and lawns, finished with a decorative “U.S. Capitol” nameplate. Remove the dome to access the rotunda interior depicting the National Statuary Hall, with columns, 8 statues and tiled floor. This model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in travel, architectural culture, history and design. The scale of this model matches the LEGO Architecture 21022 Lincoln Memorial.
LEGO® Architecture interpretation of the real-world architectural landmark, the United States Capitol Building.
Features the Capitol's neoclassical façade, dome, colonnades, north and south wings, steps and lawns.
Remove the dome to access the rotunda, featuring columns, 8 statue elements and a tiled floor.
The included booklet contains information about the design, architecture and history of the building (English language only. Other languages available for download at LEGO.com/architecture).
Collect the entire LEGO® Architecture series.
LEGO® Architecture celebrates the world of architecture through the medium of the LEGO brick, and is developed for all with an interest in travel, design, history and architecture.
This set includes over 1,000 LEGO® pieces.
The scale of this model matches the LEGO® Architecture 21022 Lincoln Memorial.
This set offers an age-appropriate building experience for ages 12+.
Measures over 6” (16cm) high, 17” (44cm) wide and 5”(14cm) deep.",Average,United States Capitol Building,4.6,Architecture,4.3,NO,Niños mayores - Adultos,21030-1,2016.0,1032.0,https://cdn.rebrickable.com/media/sets/21030-1.jpg
12+,134.18779999999998,23.0,1032.0,3.6,Explore the architecture of the United States Capitol Building!,21030.0,"Discover the architectural secrets of the iconic United States Capitol Building with this amazing LEGO® Architecture interpretation that focusses on the structure's neoclassical style facade, steps and lawns, finished with a decorative “U.S. Capitol” nameplate. Remove the dome to access the rotunda interior depicting the National Statuary Hall, with columns, 8 statues and tiled floor. This model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in travel, architectural culture, history and design. The scale of this model matches the LEGO Architecture 21022 Lincoln Memorial.
LEGO® Architecture interpretation of the real-world architectural landmark, the United States Capitol Building.
Features the Capitol's neoclassical façade, dome, colonnades, north and south wings, steps and lawns.
Remove the dome to access the rotunda, featuring columns, 8 statue elements and a tiled floor.
The included booklet contains information about the design, architecture and history of the building (English language only. Other languages available for download at LEGO.com/architecture).
Collect the entire LEGO® Architecture series.
LEGO® Architecture celebrates the world of architecture through the medium of the LEGO brick, and is developed for all with an interest in travel, design, history and architecture.
This set includes over 1,000 LEGO® pieces.
The scale of this model matches the LEGO® Architecture 21022 Lincoln Memorial.
This set offers an age-appropriate building experience for ages 12+.
Measures over 6” (16cm) high, 17” (44cm) wide and 5”(14cm) deep.",Average,United States Capitol Building,4.6,Architecture,4.3,NL,Niños mayores - Adultos,21030-1,2016.0,1032.0,https://cdn.rebrickable.com/media/sets/21030-1.jpg
12+,127.7929,23.0,1032.0,3.6,Explore the architecture of the United States Capitol Building!,21030.0,"Discover the architectural secrets of the iconic United States Capitol Building with this amazing LEGO® Architecture interpretation that focusses on the structure's neoclassical style facade, steps and lawns, finished with a decorative “U.S. Capitol” nameplate. Remove the dome to access the rotunda interior depicting the National Statuary Hall, with columns, 8 statues and tiled floor. This model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in travel, architectural culture, history and design. The scale of this model matches the LEGO Architecture 21022 Lincoln Memorial.
LEGO® Architecture interpretation of the real-world architectural landmark, the United States Capitol Building.
Features the Capitol's neoclassical façade, dome, colonnades, north and south wings, steps and lawns.
Remove the dome to access the rotunda, featuring columns, 8 statue elements and a tiled floor.
The included booklet contains information about the design, architecture and history of the building (English language only. Other languages available for download at LEGO.com/architecture).
Collect the entire LEGO® Architecture series.
LEGO® Architecture celebrates the world of architecture through the medium of the LEGO brick, and is developed for all with an interest in travel, design, history and architecture.
This set includes over 1,000 LEGO® pieces.
The scale of this model matches the LEGO® Architecture 21022 Lincoln Memorial.
This set offers an age-appropriate building experience for ages 12+.
Measures over 6” (16cm) high, 17” (44cm) wide and 5”(14cm) deep.",Average,United States Capitol Building,4.6,Architecture,4.3,NZ,Niños mayores - Adultos,21030-1,2016.0,1032.0,https://cdn.rebrickable.com/media/sets/21030-1.jpg
12+,130.4971,23.0,1032.0,3.6,Explore the architecture of the United States Capitol Building!,21030.0,"Discover the architectural secrets of the iconic United States Capitol Building with this amazing LEGO® Architecture interpretation that focusses on the structure's neoclassical style facade, steps and lawns, finished with a decorative “U.S. Capitol” nameplate. Remove the dome to access the rotunda interior depicting the National Statuary Hall, with columns, 8 statues and tiled floor. This model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in travel, architectural culture, history and design. The scale of this model matches the LEGO Architecture 21022 Lincoln Memorial.
LEGO® Architecture interpretation of the real-world architectural landmark, the United States Capitol Building.
Features the Capitol's neoclassical façade, dome, colonnades, north and south wings, steps and lawns.
Remove the dome to access the rotunda, featuring columns, 8 statue elements and a tiled floor.
The included booklet contains information about the design, architecture and history of the building (English language only. Other languages available for download at LEGO.com/architecture).
Collect the entire LEGO® Architecture series.
LEGO® Architecture celebrates the world of architecture through the medium of the LEGO brick, and is developed for all with an interest in travel, design, history and architecture.
This set includes over 1,000 LEGO® pieces.
The scale of this model matches the LEGO® Architecture 21022 Lincoln Memorial.
This set offers an age-appropriate building experience for ages 12+.
Measures over 6” (16cm) high, 17” (44cm) wide and 5”(14cm) deep.",Average,United States Capitol Building,4.6,Architecture,4.3,PL,Niños mayores - Adultos,21030-1,2016.0,1032.0,https://cdn.rebrickable.com/media/sets/21030-1.jpg
